area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,log_price,log_area,total_rooms,area_per_room,log_area_per_room,rooms_to_story_ratio,lusury_pack,fully_featured,no_parking,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
10700,3,1,2,1,1,1,0,0,0,0,15.43291683846023,9.278092474027002,4,2675.0,2.3195231185067504,2.0,0,0,1,0,1,0
6600,3,1,1,1,1,1,0,0,0,1,15.43291683846023,8.79497643168877,4,1650.0,2.1987441079221925,4.0,0,0,1,1,0,0
4800,2,1,1,1,1,1,0,0,0,0,15.431526984447132,8.476579508530941,3,1600.0,2.825526502843647,3.0,0,0,1,0,1,0
8150,3,2,1,1,1,1,0,0,0,0,15.425948170531639,9.005895898094458,5,1630.0,1.8011791796188916,5.0,0,0,1,0,1,0
4410,4,3,2,1,0,1,0,0,2,0,15.418930599280035,8.39185670010494,7,630.0,1.1988366714435628,3.5,0,0,0,0,1,0
7686,3,1,1,1,1,1,1,0,0,0,15.418930599280035,8.947285869349132,4,1921.5,2.236821467337283,4.0,0,0,1,0,1,0
2800,3,2,2,0,0,1,0,1,1,0,15.416109723506775,7.937731775260109,5,560.0,1.5875463550520217,2.5,0,0,0,0,1,0
5948,3,1,2,1,0,0,0,1,0,0,15.411863433483944,8.690978417187905,4,1487.0,2.1727446042969762,2.0,0,0,1,0,1,0
4200,3,1,2,1,0,0,0,0,1,0,15.406173518862524,8.343077871169383,4,1050.0,2.0857694677923457,2.0,0,0,0,1,0,0
4520,3,1,2,1,0,1,0,1,0,0,15.404745967162468,8.416488487294606,4,1130.0,2.1041221218236514,2.0,0,0,1,0,1,0
4095,3,1,2,0,1,1,0,1,0,0,15.404745967162468,8.317766166719343,4,1023.75,2.0794415416798357,2.0,0,0,1,0,1,0
4120,2,1,1,1,0,1,0,0,1,0,15.404745967162468,8.323851131338817,3,1373.3333333333333,2.7746170437796054,3.0,0,0,0,0,1,0
5400,4,1,2,1,0,0,0,0,0,0,15.404745967162468,8.594339400592892,5,1080.0,1.7188678801185784,2.5,0,0,1,0,1,0
4770,3,1,1,1,1,1,0,0,0,0,15.404745967162468,8.470311205516108,4,1192.5,2.117577801379027,4.0,0,0,1,0,1,0
6300,3,1,1,1,0,0,0,1,2,0,15.404745967162468,8.748463629942055,4,1575.0,2.1871159074855138,4.0,0,0,0,0,1,0
5800,2,1,1,1,1,1,0,1,0,0,15.404745967162468,8.665785595466064,3,1933.3333333333333,2.8885951984886877,3.0,0,1,1,0,1,0
3000,3,1,2,1,0,1,0,1,0,0,15.404745967162468,8.006700845440367,4,750.0,2.0016752113600917,2.0,0,0,1,0,1,0
2970,3,1,3,1,0,0,0,0,0,0,15.404745967162468,7.9966538754626075,4,742.5,1.9991634688656519,1.3333333333333333,0,0,1,0,1,0
6720,3,1,1,1,0,0,0,0,0,0,15.404745967162468,8.812992231969966,4,1680.0,2.2032480579924916,4.0,0,0,1,0,0,1
4646,3,1,2,1,1,1,0,0,2,0,15.404745967162468,8.443977129084978,4,1161.5,2.1109942822712444,2.0,0,0,0,0,1,0
12900,3,1,1,1,0,0,0,0,2,0,15.404745967162468,9.465060106725137,4,3225.0,2.366265026681284,4.0,0,0,0,1,0,0
3420,4,2,2,1,0,1,0,1,2,0,15.403316374644834,8.137688184977605,6,570.0,1.3562813641629343,3.0,0,0,0,0,1,0
4995,4,2,1,1,0,1,0,0,0,0,15.403316374644834,8.516392871245468,6,832.5,1.4193988118742447,6.0,0,0,1,0,1,0
4350,2,1,1,1,0,1,0,0,0,0,15.397577479152067,8.37816098272068,3,1450.0,2.79272032757356,3.0,0,0,1,0,0,1
4160,3,1,3,1,0,0,0,0,0,0,15.390357232668071,8.333510708982942,4,1040.0,2.0833776772457355,1.3333333333333333,0,0,1,0,0,1
6040,3,1,1,1,0,0,0,0,2,1,15.390357232668071,8.706324840138741,4,1510.0,2.1765812100346853,4.0,0,0,0,0,1,0
6862,3,1,2,1,0,0,0,1,2,1,15.390357232668071,8.833899942908635,4,1715.5,2.208474985727159,2.0,0,0,0,1,0,0
4815,2,1,1,1,0,0,0,1,0,1,15.390357232668071,8.479698986988657,3,1605.0,2.826566328996219,3.0,0,0,1,0,1,0
7000,3,1,2,1,0,1,0,0,0,0,15.383084474850227,8.853808274977197,4,1750.0,2.2134520687442993,2.0,0,0,1,0,0,1
8100,4,1,4,1,0,1,0,1,2,0,15.383084474850227,8.999742789830492,5,1620.0,1.7999485579660983,1.25,0,0,0,0,1,0
3420,4,2,2,1,0,0,0,0,0,0,15.377227943962481,8.137688184977605,6,570.0,1.3562813641629343,3.0,0,0,1,0,1,0
9166,2,1,1,1,0,1,0,1,2,0,15.375758436291614,9.123365357961776,3,3055.3333333333335,3.0411217859872584,3.0,0,0,0,0,1,0
6321,3,1,2,1,0,1,0,1,1,0,15.375758436291614,8.751790892775563,4,1580.25,2.187947723193891,2.0,0,0,0,1,0,0
10240,2,1,1,1,0,0,0,1,2,1,15.375758436291614,9.234154550075438,3,3413.3333333333335,3.0780515166918128,3.0,0,0,0,0,0,1
6440,2,1,1,1,0,0,0,1,3,0,15.37428676598956,8.77043908654689,3,2146.6666666666665,2.92347969551563,3.0,0,0,0,0,1,0
5170,3,1,4,1,0,0,0,1,0,0,15.360943353642055,8.550821372396221,4,1292.5,2.1377053430990554,1.0,0,0,1,0,1,0
6000,2,1,1,1,0,1,0,1,1,0,15.360943353642055,8.699681400989514,3,2000.0,2.899893800329838,3.0,0,0,0,1,0,0
3630,3,1,2,1,0,0,0,0,2,0,15.360943353642055,8.197263371414335,4,907.5,2.049315842853584,2.0,0,0,0,0,1,0
9667,4,2,2,1,1,1,0,0,1,0,15.360943353642055,9.176576741823373,6,1611.1666666666667,1.5294294569705622,3.0,0,0,0,0,1,0
5400,2,1,2,1,0,0,0,0,0,1,15.360943353642055,8.594339400592892,3,1800.0,2.864779800197631,1.5,0,0,1,0,1,0
4320,3,1,1,1,0,0,0,0,0,1,15.360943353642055,8.371242135931933,4,1080.0,2.0928105339829832,4.0,0,0,1,0,1,0
3745,3,1,2,1,0,1,0,0,0,0,15.353452683516053,8.228443883004033,4,936.25,2.0571109707510082,2.0,0,0,1,1,0,0
4160,3,1,1,1,1,1,0,1,0,0,15.345905479508115,8.333510708982942,4,1040.0,2.0833776772457355,4.0,0,1,1,0,0,1
3880,3,2,2,1,0,1,0,0,2,0,15.345905479508115,8.263848131368906,5,776.0,1.6527696262737812,2.5,0,0,0,0,1,0
5680,3,1,2,1,1,0,0,1,1,0,15.345905479508115,8.644882552557126,4,1420.0,2.1612206381392816,2.0,0,0,0,0,1,0
2870,2,1,2,1,1,1,0,0,0,1,15.345905479508115,7.962415680121064,3,956.6666666666666,2.6541385600403546,1.5,0,0,1,0,1,0
5010,3,1,2,1,0,1,0,0,0,0,15.345905479508115,8.519390774959724,4,1252.5,2.129847693739931,2.0,0,0,1,0,1,0
4510,4,2,2,1,0,1,0,0,0,0,15.344389179318602,8.414274137408396,6,751.6666666666666,1.4023790229013995,3.0,0,0,1,0,1,0
4000,3,1,2,1,0,0,0,0,1,0,15.338300881775186,8.294299608857235,4,1000.0,2.073574902214309,2.0,0,0,0,1,0,0
3840,3,1,2,1,0,0,0,0,1,1,15.338300881775186,8.253488028345904,4,960.0,2.063372007086476,2.0,0,0,0,0,1,0
3760,3,1,1,1,0,0,0,0,2,0,15.330638010707329,8.232440158470336,4,940.0,2.058110039617584,4.0,0,0,0,0,1,0
3640,3,1,2,1,0,0,0,1,0,0,15.330638010707329,8.200013648175434,4,910.0,2.0500034120438584,2.0,0,0,1,1,0,0
2550,3,1,2,1,0,1,0,0,0,0,15.330638010707329,7.844240718141811,4,637.5,1.9610601795354528,2.0,0,0,1,1,0,0
5320,3,1,2,1,1,1,0,0,0,1,15.330638010707329,8.579416534596369,4,1330.0,2.1448541336490923,2.0,0,0,1,0,1,0
5360,3,1,2,1,0,0,0,0,2,1,15.330638010707329,8.586905803827538,4,1340.0,2.1467264509568844,2.0,0,0,0,0,0,1
3520,3,1,1,1,0,0,0,0,0,1,15.330638010707329,8.166500319155052,4,880.0,2.041625079788763,4.0,0,0,1,0,1,0
8400,4,1,4,1,0,0,0,0,3,0,15.330638010707329,9.036106025364846,5,1680.0,1.8072212050729692,1.25,0,0,0,0,0,1
4100,2,2,1,1,1,1,0,0,0,0,15.32909836486038,8.31898612539206,4,1025.0,2.079746531348015,4.0,0,0,1,0,1,0
4990,4,2,2,1,1,1,0,0,0,1,15.32909836486038,8.515391569469609,6,831.6666666666666,1.4192319282449348,3.0,0,0,1,1,0,0
3510,3,1,3,1,0,0,0,0,0,0,15.32291596631714,8.163656176168432,4,877.5,2.040914044042108,1.3333333333333333,0,0,1,0,1,0
3450,3,1,2,1,0,1,0,0,1,0,15.32291596631714,8.146419323098003,4,862.5,2.036604830774501,2.0,0,0,0,0,1,0
9860,3,1,1,1,0,0,0,0,0,0,15.32291596631714,9.19634286233233,4,2465.0,2.2990857155830824,4.0,0,0,1,0,1,0
3520,2,1,2,1,0,0,0,0,0,1,15.32291596631714,8.166500319155052,3,1173.3333333333333,2.722166773051684,1.5,0,0,1,1,0,0
4510,4,1,2,1,0,0,0,1,2,0,15.315133827605429,8.414274137408396,5,902.0,1.6828548274816792,2.5,0,0,0,0,1,0
5885,2,1,1,1,0,0,0,1,1,0,15.315133827605429,8.680331928793418,3,1961.6666666666667,2.893443976264473,3.0,0,0,0,0,0,1
4000,3,1,2,1,0,0,0,0,2,0,15.315133827605429,8.294299608857235,4,1000.0,2.073574902214309,2.0,0,0,0,1,0,0
8250,3,1,1,1,0,0,0,0,0,0,15.315133827605429,9.018089684104343,4,2062.5,2.2545224210260857,4.0,0,0,1,1,0,0
4040,3,1,2,1,0,0,0,0,1,0,15.315133827605429,8.304247465078474,4,1010.0,2.0760618662696184,2.0,0,0,0,0,1,0
6360,2,1,1,1,0,1,0,1,1,0,15.313570105978563,8.757940876678804,3,2120.0,2.9193136255596013,3.0,0,0,0,1,0,0
3162,3,1,2,1,0,0,0,1,1,0,15.313570105978563,8.059276223305648,4,790.5,2.014819055826412,2.0,0,0,0,1,0,0
3510,3,1,2,1,0,0,0,0,0,0,15.313570105978563,8.163656176168432,4,877.5,2.040914044042108,2.0,0,0,1,0,1,0
3750,2,1,1,1,1,1,0,0,0,0,15.307290651901996,8.229777750081887,3,1250.0,2.7432592500272954,3.0,0,0,1,0,1,0
3968,3,1,2,0,0,0,0,0,0,0,15.299385474180372,8.286269452783065,4,992.0,2.0715673631957663,2.0,0,0,1,0,1,0
4900,2,1,2,1,0,1,0,0,0,0,15.299385474180372,8.497194544909547,3,1633.3333333333333,2.8323981816365156,1.5,0,0,1,0,1,0
2880,3,1,2,1,0,0,0,0,0,1,15.29779691185574,7.9658927350845286,4,720.0,1.9914731837711321,2.0,0,0,1,0,1,0
4880,3,1,1,1,0,0,0,0,2,1,15.29779691185574,8.493105395887147,4,1220.0,2.1232763489717867,4.0,0,0,0,0,0,1
4920,3,1,2,1,0,0,0,0,1,0,15.29779691185574,8.501267040865978,4,1230.0,2.1253167602164944,2.0,0,0,0,0,1,0
4950,4,1,2,1,0,0,0,1,0,0,15.293016027343821,8.507344855361422,5,990.0,1.7014689710722846,2.5,0,0,1,0,1,0
3900,3,1,2,1,0,0,0,0,0,0,15.291417306345254,8.268988209506656,4,975.0,2.067247052376664,2.0,0,0,1,0,0,1
4500,3,2,3,1,0,0,1,0,1,0,15.283385136491308,8.412054873292933,5,900.0,1.6824109746585865,1.6666666666666667,0,0,0,1,0,0
1905,5,1,2,0,0,1,0,0,0,0,15.283385136491308,7.552762084214147,6,317.5,1.2587936807023579,3.0,0,0,1,0,1,0
4075,3,1,1,1,1,1,0,0,2,0,15.283385136491308,8.312871394342615,4,1018.75,2.0782178485856537,4.0,0,0,0,0,1,0
3500,4,1,2,1,0,0,0,0,2,0,15.283385136491308,8.160803920954665,5,700.0,1.632160784190933,2.5,0,0,0,1,0,0
6450,4,1,2,1,0,0,0,0,0,0,15.283385136491308,8.771990436532242,5,1290.0,1.7543980873064484,2.5,0,0,1,0,1,0
4032,2,1,1,1,0,1,0,0,0,0,15.278534683477888,8.302265794873367,3,1344.0,2.767421931624456,3.0,0,0,1,1,0,0
4400,2,1,1,1,0,0,0,0,1,0,15.275287928131979,8.38958706681109,3,1466.6666666666667,2.7965290222703634,3.0,0,0,0,0,1,0
10360,2,1,1,1,0,0,0,0,1,1,15.275287928131979,9.245804036251752,3,3453.3333333333335,3.0819346787505837,3.0,0,0,0,0,1,0
3400,3,1,2,1,0,1,0,0,2,1,15.268762621017762,8.131824785007195,4,850.0,2.032956196251799,2.0,0,0,0,0,1,0
6360,2,1,1,1,0,0,0,0,0,0,15.267124619396817,8.757940876678804,3,2120.0,2.9193136255596013,3.0,0,0,1,1,0,0
6360,2,1,2,1,0,0,0,0,0,0,15.267124619396817,8.757940876678804,3,2120.0,2.9193136255596013,1.5,0,0,1,0,0,1
4500,2,1,1,1,0,0,0,1,2,0,15.267124619396817,8.412054873292933,3,1500.0,2.8040182910976443,3.0,0,0,0,1,0,0
2175,3,1,2,0,1,1,0,1,0,0,15.267124619396817,7.685243607975833,4,543.75,1.9213109019939583,2.0,0,0,1,0,0,1
4360,4,1,2,1,0,0,0,0,0,0,15.267124619396817,8.380456667842767,5,872.0,1.6760913335685532,2.5,0,0,1,1,0,0
7770,2,1,1,1,0,0,0,0,1,0,15.267124619396817,8.958154135209242,3,2590.0,2.9860513784030807,3.0,0,0,0,1,0,0
6650,3,1,2,1,1,0,0,0,0,0,15.258894122195773,8.802522498284421,4,1662.5,2.2006306245711054,2.0,0,0,1,0,1,0
2787,3,1,1,1,0,1,0,0,0,1,15.258894122195773,7.933079771880415,4,696.75,1.9832699429701037,4.0,0,0,1,1,0,0
5500,3,1,2,1,0,0,0,1,0,0,15.250595321348806,8.612685172875459,4,1375.0,2.1531712932188647,2.0,0,0,1,0,0,1
5040,3,1,2,1,0,1,0,1,0,0,15.250595321348806,8.525359754082631,4,1260.0,2.1313399385206577,2.0,0,0,1,0,0,1
5850,2,1,1,1,1,1,0,0,2,0,15.250595321348806,8.674367865788236,3,1950.0,2.8914559552627455,3.0,0,0,0,0,1,0
2610,4,3,2,0,0,0,0,0,0,0,15.250595321348806,7.8674885686991285,7,372.85714285714283,1.1239269383855899,3.5,0,0,1,0,1,0
2953,3,1,2,1,0,1,0,1,0,0,15.250595321348806,7.9909154630913255,4,738.25,1.9977288657728314,2.0,0,0,1,0,0,1
2747,4,2,2,0,0,0,0,0,0,0,15.250595321348806,7.91862865334224,6,457.8333333333333,1.3197714422237066,3.0,0,0,1,0,1,0
4410,2,1,1,0,0,0,0,0,1,0,15.250595321348806,8.39185670010494,3,1470.0,2.7972855667016465,3.0,0,0,0,0,0,1
4000,4,2,2,0,0,0,0,0,0,0,15.250595321348806,8.294299608857235,6,666.6666666666666,1.3823832681428725,3.0,0,0,1,0,1,0
2325,3,1,2,0,0,0,0,0,0,0,15.250595321348806,7.75190533307861,4,581.25,1.9379763332696525,2.0,0,0,1,0,1,0
4600,3,2,2,1,0,0,0,1,1,0,15.250595321348806,8.434028950155469,5,920.0,1.6868057900310938,2.5,0,0,0,0,1,0
3640,3,2,2,1,0,1,0,0,0,0,15.250595321348806,8.200013648175434,5,728.0,1.6400027296350868,2.5,0,0,1,0,0,1
5800,3,1,1,1,0,0,1,0,2,0,15.250595321348806,8.665785595466064,4,1450.0,2.166446398866516,4.0,0,0,0,0,1,0
7000,3,1,1,1,0,0,0,0,3,0,15.250595321348806,8.853808274977197,4,1750.0,2.2134520687442993,4.0,0,0,0,1,0,0
4079,3,1,3,1,0,0,0,0,0,0,15.250595321348806,8.313852267398207,4,1019.75,2.078463066849552,1.3333333333333333,0,0,1,0,1,0
3520,3,1,2,1,0,0,0,0,0,1,15.250595321348806,8.166500319155052,4,880.0,2.041625079788763,2.0,0,0,1,0,1,0
2145,3,1,3,1,0,0,0,0,1,1,15.250595321348806,7.671360923190644,4,536.25,1.917840230797661,1.3333333333333333,0,0,0,0,0,1
4500,3,1,1,1,0,1,0,0,0,0,15.250595321348806,8.412054873292933,4,1125.0,2.103013718323233,4.0,0,0,1,1,0,0
8250,3,1,1,1,0,1,0,0,3,0,15.248927264645598,9.018089684104343,4,2062.5,2.2545224210260857,4.0,0,0,0,0,1,0
3450,3,1,2,1,0,0,0,0,1,0,15.248927264645598,8.146419323098003,4,862.5,2.036604830774501,2.0,0,0,0,0,1,0
4840,3,1,2,1,0,0,0,0,1,0,15.24222707367909,8.484876589939695,4,1210.0,2.121219147484924,2.0,0,0,0,0,1,0
4080,3,1,2,1,0,0,0,0,2,0,15.24222707367909,8.314097335405807,4,1020.0,2.0785243338514516,2.0,0,0,0,0,1,0
4046,3,1,2,1,0,1,0,0,1,0,15.24222707367909,8.305731144875866,4,1011.5,2.0764327862189664,2.0,0,0,0,0,1,0
4632,4,1,2,1,0,0,0,1,0,0,15.233788207067937,8.440959885416648,5,926.4,1.6881919770833296,2.5,0,0,1,0,1,0
5985,3,1,1,1,0,1,0,0,0,0,15.233788207067937,8.697178688412643,4,1496.25,2.174294672103161,4.0,0,0,1,0,1,0
6060,2,1,1,1,0,1,0,0,1,0,15.232091854230847,8.709630081951286,3,2020.0,2.9032100273170953,3.0,0,0,0,0,1,0
3600,3,1,1,1,0,1,0,1,0,1,15.226131855066896,8.188966863648876,4,900.0,2.047241715912219,4.0,0,0,1,1,0,0
3680,3,2,2,1,0,0,0,0,0,0,15.225277519469522,8.210939733379021,5,736.0,1.6421879466758043,2.5,0,0,1,0,1,0
4040,2,1,2,1,0,0,0,0,1,0,15.225277519469522,8.304247465078474,3,1346.6666666666667,2.7680824883594912,1.5,0,0,0,0,1,0
5600,2,1,1,1,0,0,0,1,0,0,15.225277519469522,8.630700432209832,3,1866.6666666666667,2.876900144069944,3.0,0,0,1,0,1,0
5900,4,2,2,0,0,1,0,0,1,0,15.216693777883304,8.682877107057168,6,983.3333333333334,1.447146184509528,3.0,0,0,0,0,0,1
4992,3,2,2,1,0,0,0,0,2,0,15.216693777883304,8.51579221050061,5,998.4,1.703158442100122,2.5,0,0,0,0,0,1
4340,3,1,1,1,0,0,0,0,0,0,15.216693777883304,8.375860015299594,4,1085.0,2.0939650038248985,4.0,0,0,1,0,1,0
3000,4,1,3,1,0,1,0,1,2,0,15.216693777883304,8.006700845440367,5,600.0,1.6013401690880733,1.6666666666666667,0,0,0,0,1,0
4320,3,1,2,1,0,0,0,0,2,1,15.216693777883304,8.371242135931933,4,1080.0,2.0928105339829832,2.0,0,0,0,1,0,0
3630,3,2,2,1,0,0,1,0,2,0,15.208035717281975,8.197263371414335,5,726.0,1.639452674282867,2.5,0,0,0,0,1,0
3460,3,2,1,1,0,1,0,1,1,0,15.208035717281975,8.149312843635345,5,692.0,1.629862568727069,5.0,0,0,0,1,0,0
5400,3,1,1,1,0,0,0,0,3,0,15.208035717281975,8.594339400592892,4,1350.0,2.148584850148223,4.0,0,0,0,0,1,0
4500,3,1,2,0,0,1,0,1,0,0,15.203678412997942,8.412054873292933,4,1125.0,2.103013718323233,2.0,0,0,1,0,1,0
3460,4,1,2,1,0,0,0,1,0,0,15.203678412997942,8.149312843635345,5,692.0,1.629862568727069,2.5,0,0,1,0,1,0
4100,4,1,1,0,0,1,0,0,0,0,15.199302039492581,8.31898612539206,5,820.0,1.663797225078412,5.0,0,0,1,0,0,1
6480,3,1,2,0,0,0,0,1,1,0,15.199302039492581,8.776630098427717,4,1620.0,2.194157524606929,2.0,0,0,0,0,1,0
4500,3,2,2,0,0,1,0,1,0,0,15.199302039492581,8.412054873292933,5,900.0,1.6824109746585865,2.5,0,0,1,0,1,0
3960,3,1,2,1,0,0,0,0,0,0,15.199302039492581,8.284251797621916,4,990.0,2.071062949405479,2.0,0,0,1,1,0,0
4050,2,1,2,1,1,1,0,0,0,1,15.199302039492581,8.30671904320269,3,1350.0,2.76890634773423,1.5,0,0,1,0,0,1
7260,3,2,1,1,1,1,0,0,3,0,15.181602466868654,8.890272839380247,5,1452.0,1.7780545678760493,5.0,0,0,0,1,0,0
5500,4,1,2,1,1,1,0,0,0,0,15.181602466868654,8.612685172875459,5,1100.0,1.7225370345750917,2.5,0,0,1,0,1,0
3000,3,1,2,1,0,0,0,0,0,0,15.181602466868654,8.006700845440367,4,750.0,2.0016752113600917,2.0,0,0,1,0,1,0
3290,2,1,1,1,0,0,1,0,1,0,15.181602466868654,8.098946748943339,3,1096.6666666666667,2.6996489163144464,3.0,0,0,0,1,0,0
3816,2,1,1,1,0,1,0,1,2,0,15.181602466868654,8.247220052745229,3,1272.0,2.749073350915076,3.0,0,0,0,1,0,0
8080,3,1,1,1,0,0,0,1,2,0,15.181602466868654,8.997270906233448,4,2020.0,2.249317726558362,4.0,0,0,0,0,1,0
2145,4,2,1,1,0,1,0,0,0,1,15.181602466868654,7.671360923190644,6,357.5,1.2785601538651072,6.0,0,0,1,0,0,1
3780,2,1,2,1,1,1,0,0,0,0,15.172633799184108,8.237743803890933,3,1260.0,2.7459146012969775,1.5,0,0,1,0,1,0
3180,4,2,2,1,0,0,0,0,0,0,15.172633799184108,8.064950891749143,6,530.0,1.3441584819581907,3.0,0,0,1,1,0,0
5300,5,2,2,1,0,0,0,0,0,0,15.163583966004193,8.575650760987806,7,757.1428571428571,1.2250929658554008,3.5,0,0,1,0,1,0
3180,2,2,1,1,0,1,0,0,2,0,15.163583966004193,8.064950891749143,4,795.0,2.016237722937286,4.0,0,0,0,0,1,0
7152,3,1,2,1,0,0,0,1,0,0,15.163583966004193,8.875287128108384,4,1788.0,2.218821782027096,2.0,0,0,1,1,0,0
4080,2,1,1,1,0,0,0,0,0,0,15.163583966004193,8.314097335405807,3,1360.0,2.7713657784686023,3.0,0,0,1,0,1,0
3850,2,1,1,1,0,0,0,0,0,0,15.163583966004193,8.25608813381491,3,1283.3333333333333,2.752029377938303,3.0,0,0,1,0,1,0
2015,3,1,2,1,0,1,0,0,0,1,15.163583966004193,7.60887062919126,4,503.75,1.902217657297815,2.0,0,0,1,0,1,0
2176,2,1,2,1,1,0,0,0,0,1,15.163583966004193,7.685703061234547,3,725.3333333333334,2.561901020411516,1.5,0,0,1,0,1,0
3350,3,1,2,1,0,0,0,0,0,0,15.15994097567365,8.11701408773731,4,837.5,2.0292535219343275,2.0,0,0,1,0,0,1
3150,2,2,1,0,0,1,0,0,0,0,15.154451484823857,8.055475141757274,4,787.5,2.0138687854393185,4.0,0,0,1,0,1,0
4820,3,1,2,1,0,0,0,0,0,0,15.145234832146,8.480736654405622,4,1205.0,2.1201841636014054,2.0,0,0,1,0,1,0
3420,2,1,2,1,0,0,1,0,1,0,15.145234832146,8.137688184977605,3,1140.0,2.7125627283258686,1.5,0,0,0,0,1,0
3600,2,1,1,1,0,0,0,0,0,0,15.145234832146,8.188966863648876,3,1200.0,2.729655621216292,3.0,0,0,1,0,1,0
5830,2,1,1,1,0,0,0,0,2,0,15.145234832146,8.670943791222156,3,1943.3333333333333,2.890314597074052,3.0,0,0,0,0,0,1
2856,3,1,3,1,0,0,0,0,0,1,15.145234832146,7.957527402230773,4,714.0,1.9893818505576932,1.3333333333333333,0,0,1,1,0,0
8400,2,1,1,1,0,0,0,0,1,0,15.145234832146,9.036106025364846,3,2800.0,3.012035341788282,3.0,0,0,0,1,0,0
8250,3,1,1,1,0,0,0,0,2,0,15.143381263987493,9.018089684104343,4,2062.5,2.2545224210260857,4.0,0,0,0,1,0,0
2520,5,2,1,0,0,1,0,1,1,0,15.143381263987493,7.83241092718792,7,360.0,1.1189158467411313,7.0,0,0,0,1,0,0
6930,4,1,2,0,0,0,0,0,1,0,15.143381263987493,8.843759381917984,5,1386.0,1.7687518763835968,2.5,0,0,0,1,0,0
3480,2,1,1,1,0,0,0,0,0,1,15.135932441956118,8.15507488781144,3,1160.0,2.7183582959371466,3.0,0,0,1,0,1,0
3600,3,1,1,1,0,0,0,0,1,0,15.126542704125361,8.188966863648876,4,900.0,2.047241715912219,4.0,0,0,0,0,0,1
4040,2,1,1,1,0,0,0,0,0,0,15.126542704125361,8.304247465078474,3,1346.6666666666667,2.7680824883594912,3.0,0,0,1,0,1,0
6020,3,1,1,1,0,0,0,0,0,0,15.126542704125361,8.703008637464448,4,1505.0,2.175752159366112,4.0,0,0,1,0,1,0
4050,2,1,1,1,0,0,0,0,0,0,15.126542704125361,8.30671904320269,3,1350.0,2.76890634773423,3.0,0,0,1,1,0,0
3584,2,1,1,1,0,0,1,0,0,0,15.126542704125361,8.184513753033722,3,1194.6666666666667,2.7281712510112404,3.0,0,0,1,0,1,0
3120,3,1,2,0,0,1,1,0,0,0,15.124654129947023,8.045908742270779,4,780.0,2.0114771855676947,2.0,0,0,1,0,1,0
5450,2,1,1,1,0,0,0,0,0,0,15.124654129947023,8.603554357064281,3,1816.6666666666667,2.8678514523547602,3.0,0,0,1,1,0,0
3630,2,1,1,1,0,1,0,0,0,0,15.11706396273788,8.197263371414335,3,1210.0,2.7324211238047784,3.0,0,0,1,1,0,0
3630,2,1,1,1,0,0,0,1,0,0,15.11706396273788,8.197263371414335,3,1210.0,2.7324211238047784,3.0,0,0,1,0,0,1
5640,2,1,1,0,0,0,0,0,0,0,15.11706396273788,8.637816633739977,3,1880.0,2.879272211246659,3.0,0,0,1,0,1,0
3600,2,1,1,1,0,0,0,0,0,0,15.11706396273788,8.188966863648876,3,1200.0,2.729655621216292,3.0,0,0,1,1,0,0
4280,2,1,1,1,0,0,0,1,2,0,15.10749451433816,8.361941906144946,3,1426.6666666666667,2.7873139687149817,3.0,0,0,0,0,1,0
3570,3,1,2,1,0,1,0,0,0,0,15.10749451433816,8.18060094759445,4,892.5,2.0451502368986123,2.0,0,0,1,0,1,0
3180,3,1,2,0,0,1,0,0,0,0,15.10749451433816,8.064950891749143,4,795.0,2.016237722937286,2.0,0,0,1,0,1,0
3000,2,1,2,1,0,0,0,1,0,0,15.10749451433816,8.006700845440367,3,1000.0,2.6689002818134555,1.5,0,0,1,1,0,0
3520,2,2,1,1,0,1,0,0,0,0,15.10749451433816,8.166500319155052,4,880.0,2.041625079788763,4.0,0,0,1,0,1,0
5960,3,1,2,1,1,1,0,0,0,0,15.10749451433816,8.692993531219926,4,1490.0,2.1732483828049816,2.0,0,0,1,0,0,1
4130,3,2,2,1,0,0,0,0,2,0,15.10749451433816,8.326274787396764,5,826.0,1.665254957479353,2.5,0,0,0,0,1,0
2850,3,2,2,0,0,1,0,0,0,1,15.10749451433816,7.955425088912672,5,570.0,1.5910850177825344,2.5,0,0,1,0,0,1
2275,3,1,3,1,0,0,1,1,0,1,15.10749451433816,7.730174795246222,4,568.75,1.9325436988115554,1.3333333333333333,0,0,1,0,1,0
3520,3,1,1,1,0,0,0,0,2,1,15.105569586457912,8.166500319155052,4,880.0,2.041625079788763,4.0,0,0,0,0,0,1
4500,2,1,1,1,0,0,0,0,0,0,15.09783260609366,8.412054873292933,3,1500.0,2.8040182910976443,3.0,0,0,1,0,1,0
4000,2,1,1,1,0,0,0,0,0,1,15.09783260609366,8.294299608857235,3,1333.3333333333333,2.764766536285745,3.0,0,0,1,0,1,0
3150,3,1,2,1,0,1,0,0,0,0,15.088076433867828,8.055475141757274,4,787.5,2.0138687854393185,2.0,0,0,1,1,0,0
4500,4,2,2,1,0,1,0,0,2,0,15.088076433867828,8.412054873292933,6,750.0,1.4020091455488222,3.0,0,0,0,1,0,0
4500,2,1,1,0,0,0,0,0,0,0,15.088076433867828,8.412054873292933,3,1500.0,2.8040182910976443,3.0,0,0,1,1,0,0
